HREF,linkText,About,Contact,Team,Investor,Product,Career,News,ECommerce,Resources,Pricing,Social,Portal,Legal,Blog,Exclude
https://www.gn.com/Newsroom/News/2023/February/GN-expands-groundbreaking-ReSound-OMNIA-family-enabling-more-people-to-hear-their-best-in-noise,Read more,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
https://www.gn.com/Newsroom/News/2023/February/Jabra-announces-the-next-gen-professional-speakerphones-that-make-hybrid-life-sound-better,Read More,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://www.gn.com/About/Heritage,"
Building on our strong heritage
  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Investor,"
  Investor
  ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Solutions,"
Research & Development
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Contact,"
    Contact
  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Working-with-us,"
    Join the team
  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/About/GN-Group,"
    World's smartest hearing aids
  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/About/GN-Group,"
    Headsets engineered for you
  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/About,About,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Solutions/Products,Products,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Working-with-us,Careers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://www.gn.com/Investor,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Privacy-Policy,Privacy Policy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
